Nanopore_ID	Plasmid_ID	Contig_ID	Sequence_size	Number_of_AR_genes	AR_gene_list	Best_blast_hit	Fraction_aligned	Percent_identity	novel	clusters
184	N117_BC12	p_542	tig00000037	5741	0	NA	Acinetobacter baumannii strain Ab14 plasmid pAB14 transposon Tn2007, complete sequence; and MobA (MobA) gene, complete cds	0.595	93.08	yes	416
185	N117_BC12	p_543	tig00000042	6363	0	NA	Acinetobacter baumannii strain 11510 plasmid pAba11510a	0.582	90.285	yes	274
186	N117_BC12	p_544	tig00000086	14545	0	NA	Acinetobacter lwoffii strain ZS207 plasmid pmZS sequence	0.539	90.644	yes	382
187	N117_BC12	p_546	tig00000035	7887	0	NA	Acinetobacter schindleri strain ACE plasmid p5AsACE, complete sequence	0.421	87.211	yes	436
188	N117_BC12	p_548	tig00000029	13868	0	NA	Acinetobacter baumannii pAb242 9 plasmid,complete sequence	0.378	93.188	yes	438
189	N231_BC09	p_554	tig00001289	9059	0	NA	Bacillus thuringiensis serovar kurstaki str. YBT-1520 plasmid pBMB7921, complete sequence	0.789	92.127	yes	8
190	N231_BC09	p_558	tig00000221	10521	0	NA	Bacillus cereus 03BB108 plasmid pBFI 6, complete sequence	0.716	92.977	yes	1
191	N206_BC10	p_578	tig00000496	3039	0	NA	Bacillus mycoides strain 219298 plasmid, complete sequence	0.608	87.86	yes	3
192	N121_BC12	p_588	tig00000021	37593	0	NA	Staphylococcus epidermidis strain SP1 plasmid pSP01, complete sequence	0.102	87.885	yes	49
193	N111_BC12	p_590	tig00000033	20697	2	GES;Aph3-Ib;	Serratia marcescens strain AR 0027 plasmid unitig 1 pilon, complete sequence	0.593	90.04	yes	201
194	N178_BC05	p_591	tig00000081	67375	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p55166, complete sequence	0.63	94.331	yes	72
195	N178_BC05	p_592	tig00000270	94487	0	NA	Bacillus cereus strain MLY1 plasmid pMLY1.2, complete sequence	0.367	92.303	yes	62
196	N178_BC05	p_593	tig00007665	4315	0	NA	Bacillus cereus F837/76 plasmid pF837 10, complete sequence	0.282	80.32	yes	23
197	N178_BC05	p_594	tig00000373	4312	0	NA	Bacillus cereus F837/76 plasmid pF837 10, complete sequence	0.276	79.638	yes	23
198	N178_BC05	p_596	tig00000418	16141	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p46701, complete sequence	0.176	91.835	yes	64
199	N178_BC05	p_597	tig00007668	5758	0	NA	Bacillus cereus 03BB108 plasmid pBFI 3, complete sequence	0.166	72.05	yes	74
200	N178_BC05	p_598	tig00000394	5781	0	NA	Bacillus cereus 03BB108 plasmid pBFI 3, complete sequence	0.117	71.97	yes	74
201	N195_BC08	p_600	tig00009876	14733	0	NA	Bacillus thuringiensis serovar kurstaki str. YBT-1520 plasmid pBMB7921, complete sequence	0.679	90.162	yes	8
202	N195_BC08	p_603	tig00001125	59129	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p142098, complete sequence	0.424	89.559	yes	12
203	N201_BC07	p_605	tig00000877	9179	0	NA	Bacillus megaterium strain JX285 plasmid 7, complete sequence	0.472	92.224	yes	468
204	N233_BC02	p_610	tig00000407	11248	0	NA	Bacillus cereus H3081.97 plasmid pH308197 10, complete sequence	0.744	98.627	yes	469
205	N233_BC02	p_612	tig00005036	78110	0	NA	Bacillus thuringiensis HD-789 plasmid pBTHD789-3, complete sequence	0.473	92.818	yes	194
206	N233_BC02	p_614	tig00000375	4645	0	NA	Uncultured prokaryote from Rat gut metagenome metamobilome, plasmid pRGRH0240	0.398	86.196	yes	457
207	N215_BC04	p_626	tig00000869	71946	0	NA	Bacillus thuringiensis MC28 plasmid pMC189, complete sequence	0.444	88.716	yes	427
208	N215_BC04	p_627	tig00000255	59142	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p142098, complete sequence	0.4	89.58	yes	12
209	N215_BC08	p_628	tig00003289	13452	0	NA	Bacillus mycoides strain 219298 plasmid, complete sequence	0.546	83.671	yes	482
210	N192_BC07	p_630	tig00000051	5891	0	NA	Staphylococcus epidermidis plasmid SAP024B, partial sequence	0.493	84.763	yes	33
211	N238_BC02	p_636	tig00000253	6243	0	NA	Enterococcus faecium strain 2014-VREF-41 plasmid p41-2, complete sequence	0.968	98.378	yes	7
212	N238_BC02	p_642	tig00000283	9324	0	NA	Bacillus thuringiensis serovar kurstaki str. YBT-1520 plasmid pBMB7921, complete sequence	0.636	92.607	yes	8
213	N189_BC02	p_647	tig00000109	39324	1	AadD;	Staphylococcus lugdunensis strain Tlug8G-4 plasmid pT8G, complete sequence	0.479	96.992	yes	130
214	N205_BC07	p_653	tig00000174	4827	0	NA	Bacillus cereus strain CC-1 plasmid p1, complete sequence	0.746	89.256	yes	37
215	N205_BC07	p_654	tig00000179	9092	0	NA	Bacillus thuringiensis serovar kurstaki str. YBT-1520 plasmid pBMB7921, complete sequence	0.727	92.065	yes	8
216	N205_BC07	p_656	tig00000173	4900	0	NA	Bacillus mycoides strain 219298 plasmid, complete sequence	0.563	84.172	yes	37
217	N205_BC07	p_658	tig00000156	3996	0	NA	Bacillus thuringiensis serovar chinensis CT-43 plasmid pCT6880, complete sequence	0.349	90.887	yes	39
218	N174_BC03	p_674	tig00000108	2654	0	NA	Staphylococcus aureus strain SR434 plasmid pSR03, complete genome	0.761	84.513	yes	497
219	N174_BC03	p_678	tig00000119	7120	0	NA	Bacillus cereus strain CC-1 plasmid p3, complete sequence	0.557	92.56	yes	121
220	N174_BC03	p_679	tig00000112	13357	0	NA	Staphylococcus aureus plasmid pAFS11 apramycin resistance gene region, isolated from cattle suffering from mastitis, isolate Rd 11	0.367	93.574	yes	498
221	N174_BC03	p_680	tig00000260	88777	0	NA	Bacillus cereus NC7401 plasmid pNCcld DNA, complete sequence, strain: NC7401	0.303	95.785	yes	305
222	N226_BC08	p_684	tig00000211	10139	0	NA	Bacillus cereus 03BB108 plasmid pBFI 6, complete sequence	0.831	92.897	yes	1
223	N226_BC08	p_685	tig00000200	10175	0	NA	Bacillus cereus 03BB108 plasmid pBFI 6, complete sequence	0.813	92.502	yes	1
224	N226_BC08	p_686	tig00000201	9073	0	NA	Bacillus thuringiensis serovar kurstaki str. YBT-1520 plasmid pBMB7921, complete sequence	0.668	90.824	yes	8
225	N226_BC08	p_688	tig00000221	4817	0	NA	Bacillus mycoides strain 219298 plasmid, complete sequence	0.619	84.811	yes	37
226	N196_BC07	p_691	tig00000080	4251	0	NA	Klebsiella pneumoniae strain FDAARGOS 445 plasmid unnamed2, complete sequence	0.626	88.754	yes	228
227	N196_BC07	p_692	tig00000071	6431	0	NA	Enterobacter hormaechei subsp. oharae strain 34978 plasmid p34978-5.413kb, complete sequence	0.579	95.225	yes	156
228	N196_BC07	p_693	tig00000160	4254	0	NA	Klebsiella pneumoniae strain FDAARGOS 445 plasmid unnamed2, complete sequence	0.536	86.713	yes	228
229	N196_BC07	p_694	tig00000161	4273	0	NA	Klebsiella pneumoniae strain FDAARGOS 445 plasmid unnamed2, complete sequence	0.521	86.949	yes	228
230	N196_BC07	p_695	tig00000070	2362	0	NA	Escherichia coli strain Ecol 545 plasmid pEC545 5, complete sequence	0.249	84.72	yes	159
231	N157_BC05	p_698	tig00000113	4410	0	NA	Escherichia coli strain Ecol AZ155 plasmid pECAZ155 3, complete sequence	0.538	85.284	yes	499
232	N226_BC06	p_699	tig00002843	3725	1	ErmB;	Enterococcus faecium strain E1 plasmid pE1 230, complete sequence	1.004	97.968	yes	500
233	N226_BC06	p_706	tig00000182	10177	0	NA	Bacillus cereus 03BB108 plasmid pBFI 6, complete sequence	0.816	94.086	yes	1
234	N226_BC06	p_707	tig00000201	9083	0	NA	Bacillus thuringiensis serovar kurstaki str. YBT-1520 plasmid pBMB7921, complete sequence	0.75	93.111	yes	8
235	N232_BC06	p_711	tig00000089	2516	0	NA	Aeromonas hydrophila plasmid pAhy2.5, complete sequence	0.683	94.117	yes	86
236	N214_BC11	p_715	tig00000028	3925	0	NA	Raoultella ornithinolytica strain 18 plasmid 3, complete sequence	1.009	98.723	yes	131
237	N222_BC10	p_727	tig00000087	5933	0	NA	Acinetobacter sp. M131 plasmid pM131-6, complete sequence	0.633	86.112	yes	252
238	N222_BC10	p_728	tig00000114	50952	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p142098, complete sequence	0.584	89.064	yes	12
239	N222_BC10	p_731	tig00000113	73650	0	NA	Bacillus thuringiensis MC28 plasmid pMC189, complete sequence	0.513	88.552	yes	427
240	N222_BC10	p_732	tig00000160	14812	0	NA	Acinetobacter sp. ACNIH1 plasmid pACI-a283, complete sequence	0.226	97.409	yes	253
241	N126_BC08	p_745	tig00000038	13863	0	NA	Staphylococcus epidermidis PM221 plasmid 1, complete sequence	0.6	88.17	yes	354
242	N126_BC08	p_750	tig00000046	8883	0	NA	Staphylococcus epidermidis plasmid SAP024B, partial sequence	0.35	82.549	yes	189
243	N160_BC10	p_759	tig00000320	59730	0	NA	Staphylococcus sp. CDC3 plasmid SAP020A, complete sequence	0.784	81.815	yes	223
244	N138_BC03	p_764	tig00000028	181171	0	NA	Alicycliphilus denitrificans BC plasmid pALIDE02, complete sequence	0.066	95.585	yes	53
245	N166_BC06	p_778	tig00000055	5891	0	NA	Staphylococcus epidermidis plasmid SAP024B, partial sequence	0.551	85.282	yes	33
246	N166_BC06	p_779	tig00000053	5886	0	NA	Staphylococcus epidermidis plasmid SAP024B, partial sequence	0.53	86.136	yes	33
247	N134_BC03	p_783	tig00000042	58223	0	NA	Enterococcus faecalis strain CK135 plasmid pPD1, complete sequence	0.476	94.754	yes	28
248	N217_BC08	p_785	tig00000058	181130	0	NA	Alicycliphilus denitrificans BC plasmid pALIDE02, complete sequence	0.065	95.547	yes	53
249	N102_BC03	p_791	tig00000001	33774	0	NA	Staphylococcus saprophyticus strain FDAARGOS 355 plasmid unnamed1, complete sequence	0.382	99.043	yes	501
250	N108_BC10	p_796	tig00000035	7996	0	NA	Staphyloccous epidermidis trimethoprim resistance plasmid pSK639, complete sequence	0.419	89.913	yes	17
251	N229_BC07	p_797	tig00000084	10169	0	NA	Bacillus cereus 03BB108 plasmid pBFI 6, complete sequence	0.908	92.231	yes	1
252	N229_BC07	p_798	tig00000044	242054	0	NA	Bacillus cereus strain BC-AK plasmid pBC244 sequence	0.904	94.572	yes	36
253	N229_BC07	p_801	tig00000046	4830	0	NA	Bacillus cereus strain CC-1 plasmid p1, complete sequence	0.64	87.504	yes	37
254	N229_BC07	p_802	tig00000041	203972	0	NA	Bacillus thuringiensis strain SCG04-02 plasmid PSCG364, complete sequence	0.527	92.385	yes	38
255	N229_BC07	p_803	tig00000057	93131	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p101287, complete sequence	0.068	94.677	yes	89
256	N210_BC08	p_805	tig00000316	11881	0	NA	Bacillus sp. FDAARGOS 235 plasmid 3, complete sequence	0.165	84.607	yes	88
257	N191_BC07	p_806	tig00000080	5450	0	NA	Acinetobacter sp. SUN resistance plasmid pRAY, complete genome	0.791	93.415	yes	477
258	N104_BC05	p_809	tig00000041	2149	0	NA	Staphylococcus simulans strain MR1 plasmid unnamed1, complete sequence	0.812	84.491	yes	372
259	N151_BC07	p_812	tig00000094	2712	0	NA	Staphylococcus warneri plasmid pPI-2 DNA, complete sequence	0.97	87.247	yes	113
260	N151_BC07	p_813	tig00000086	31968	0	NA	Staphylococcus cohnii strain FDAARGOS 334 plasmid unnamed1, complete sequence	0.229	92.869	yes	502
261	N185_BC01	p_816	tig00000091	5895	0	NA	Staphylococcus epidermidis plasmid SAP024B, partial sequence	0.661	83.365	yes	33
262	N180_BC06	p_843	tig00000026	23708	1	MsrA;	Staphylococcus aureus TY825 plasmid pETB DNA, complete sequence	0.274	94.612	yes	303
263	N173_BC06	p_848	tig00001290	7834	0	NA	Acinetobacter baumannii strain SGH0823 plasmid pS30-1, complete sequence	0.571	87.338	yes	67
264	N173_BC06	p_849	tig00000148	6518	0	NA	Acinetobacter sp. WCHA45 plasmid p1 010045, complete sequence	0.441	85.895	yes	413
265	N173_BC06	p_850	tig00000113	57274	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p101287, complete sequence	0.351	93.743	yes	504
266	N173_BC06	p_851	tig00000138	41853	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p14456, complete sequence	0.312	90.58	yes	505
267	N173_BC06	p_852	tig00000118	3797	0	NA	Bacillus toyonensis BCT-7112 plasmid pBCT8, complete sequence	0.31	77.445	yes	439
268	N173_BC06	p_853	tig00001284	200274	0	NA	Bacillus thuringiensis serovar finitimus YBT-020 plasmid pBMB28, complete sequence	0.192	90.263	yes	506
269	N173_BC06	p_855	tig00000100	69057	0	NA	Bacillus cereus strain 3a plasmid pBFC 3, complete sequence	0.176	95.52	yes	507
270	N236_BC05	p_862	tig00001843	5206	0	NA	Bacillus thuringiensis plasmid pBTm019A pA-ORF1, mo19cp78b, pA-ORF2, mob, rep, m019cp78b genes for hypothetical protein, M019CP78B, hypothetical protein, recombination enzyme, replication initiation protein, M019CP78A, complete cds	0.722	89.994	yes	148
271	N236_BC05	p_864	tig00001157	9732	0	NA	Bacillus cereus H3081.97 plasmid pH308197 10, complete sequence	0.513	89.639	yes	418
272	N236_BC05	p_865	tig00001819	4490	0	NA	Bacillus thuringiensis serovar entomocidus plasmid pUIBI-1, complete sequence	0.421	89.556	yes	20
273	N236_BC05	p_867	tig00000707	5371	0	NA	Bacillus cereus 03BB108 plasmid pBFI 7, complete sequence	0.322	89.77	yes	21
274	N236_BC05	p_868	tig00000734	5784	0	NA	Bacillus cereus 03BB108 plasmid pBFI 3, complete sequence	0.279	71.92	yes	74
275	N236_BC05	p_869	tig00000573	49250	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p14456, complete sequence	0.261	93.429	yes	508
276	N236_BC05	p_870	tig00000717	6020	0	NA	Bacillus thuringiensis YBT-1518 plasmid pBMB0228, complete sequence	0.166	92.38	yes	23
277	N236_BC05	p_871	tig00000809	8436	0	NA	Bacillus thuringiensis plasmid pTX14-1, MOB, REP, and collagen-like protein genes, complete sequence	0.139	82.945	yes	134
278	N156_BC11	p_874	tig00000080	6176	0	NA	Enterococcus faecium strain 2014-VREF-41 plasmid p41-2, complete sequence	0.977	97.29	yes	7
279	N156_BC11	p_876	tig00000054	4294	0	NA	Bacillus toyonensis BCT-7112 plasmid pBCT8, complete sequence	0.273	81.007	yes	23
280	N156_BC11	p_877	tig00000094	4259	0	NA	Bacillus thuringiensis plasmid pTX14-1, MOB, REP, and collagen-like protein genes, complete sequence	0.234	76.15	yes	63
281	N156_BC11	p_878	tig00000069	4142	0	NA	Bacillus cereus 03BB108 plasmid pBFI 7, complete sequence	0.2	90.28	yes	22
282	N179_BC09	p_879	tig00000091	2026	0	NA	Enterococcus faecium isolate Ef aus00233 genome assembly, plasmid: 5	1.006	98.416	yes	24
283	N237_BC12	p_885	tig00000167	9089	0	NA	Bacillus thuringiensis serovar kurstaki str. YBT-1520 plasmid pBMB7921, complete sequence	0.674	92.724	yes	8
284	N237_BC12	p_886	tig00000920	7117	0	NA	Bacillus cereus strain CC-1 plasmid p3, complete sequence	0.534	91.639	yes	121
285	N237_BC12	p_887	tig00000921	7087	0	NA	Bacillus cereus strain CC-1 plasmid p3, complete sequence	0.475	92.268	yes	121
286	N220_BC12	p_890	tig00000038	181384	0	NA	Alicycliphilus denitrificans BC plasmid pALIDE02, complete sequence	0.099	96.898	yes	53
287	N195_BC10	p_896	tig00000048	8069	0	NA	Klebsiella pneumoniae strain CAV1042 plasmid pCAV1042-5566, complete sequence	0.465	83.259	yes	321
288	N195_BC10	p_897	tig00000071	82971	0	NA	Bacillus cereus strain MLY1 plasmid pMLY1.2, complete sequence	0.37	87.738	yes	29
289	N195_BC10	p_898	tig00000072	76652	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p120416, complete sequence	0.043	93.195	yes	509
290	N210_BC12	p_903	tig00000322	6253	0	NA	Acinetobacter baumannii pAb242 9 plasmid,complete sequence	0.801	92.652	yes	244
291	N210_BC12	p_905	tig00000401	7753	0	NA	Acinetobacter sp. M131 plasmid pM131-5, complete sequence	0.502	92.963	yes	67
292	N210_BC12	p_906	tig00000365	5142	0	NA	Acinetobacter sp. ACNIH1 plasmid pACI-3bd5, complete sequence	0.384	94.482	yes	322
293	N178_BC07	p_910	tig00000077	2137	0	NA	Staphylococcus aureus plasmid pWBG754, complete sequence	0.998	85.342	yes	60
294	N235_BC10	p_914	tig00000410	10176	0	NA	Bacillus cereus 03BB108 plasmid pBFI 6, complete sequence	0.897	91.745	yes	1
295	N235_BC10	p_917	tig00000261	4937	0	NA	Bacillus cereus NC7401 plasmid pNC2 DNA, complete sequence, strain: NC7401	0.604	86.84	yes	37
296	N235_BC10	p_918	tig00000262	8124	0	NA	Bacillus cereus strain AH820 plasmid pPER272, complete sequence	0.552	97.645	yes	510
297	N171_BC03	p_925	tig00000025	171792	0	NA	Delftia acidovorans plasmid pMC1, partial sequence	0.065	91.084	yes	53
298	N203_BC12	p_934	tig00012755	10160	0	NA	Bacillus cereus 03BB108 plasmid pBFI 6, complete sequence	0.798	93.639	yes	1
299	N203_BC12	p_935	tig00000428	2262	0	NA	Staphylococcus aureus plasmid pKH4 replication protein Rep (rep) and quaternary ammonium compounds resistance protein Qac genes, complete cds	0.764	81.562	yes	137
300	N203_BC12	p_937	tig00000223	7139	0	NA	Bacillus cereus strain CC-1 plasmid p3, complete sequence	0.611	92.43	yes	121
301	N203_BC12	p_941	tig00000144	3966	0	NA	Bacillus cereus E33L plasmid pBCO 3, complete sequence	0.311	96.91	yes	39
302	N203_BC12	p_942	tig00000478	8813	0	NA	Bacillus sp. FDAARGOS 235 plasmid 3, complete sequence	0.247	85.488	yes	88
303	N203_BC12	p_943	tig00000091	93123	0	NA	Bacillus thuringiensis HD1002 plasmid 2, complete sequence	0.06	76.807	yes	89
304	N233_BC06	p_947	tig00000039	9084	0	NA	Bacillus thuringiensis serovar kurstaki str. YBT-1520 plasmid pBMB7921, complete sequence	0.676	89.88	yes	8
305	N233_BC06	p_948	tig00000038	3787	0	NA	Acinetobacter defluvii strain WCHA30 plasmid p5 010030, complete sequence	0.445	80.619	yes	212
306	N233_BC06	p_949	tig00000028	31613	0	NA	Acinetobacter baumannii strain 11510 plasmid pAba11510b	0.369	91.977	yes	200
307	N154_BC04	p_965	tig00000067	1275	0	NA	Staphylococcus aureus plasmid SAP052A, complete sequence	0.986	80.929	yes	257
308	N154_BC04	p_966	tig00000066	2143	0	NA	Staphylococcus aureus plasmid pWBG754, complete sequence	0.717	82.854	yes	511
309	N147_BC07	p_973	tig00000014	9772	0	NA	Acinetobacter nosocomialis strain 6411 plasmid p6411-66.409kb, complete sequence	0.434	87.513	yes	337
310	N114_BC10	p_984	tig00000003	44764	0	NA	Xanthomonas citri pv. phaseoli var. fuscans strain CFBP6166 plasmid pE, complete sequence	0.686	89.795	yes	428
311	N114_BC10	p_985	tig00000002	21116	0	NA	Xanthomonas perforans strain LH3 plasmid pLH3.2, complete sequence	0.201	83.999	yes	136
312	N161_BC03	p_987	tig00000126	11935	0	NA	Bacillus cereus 03BB108 plasmid pBFI 6, complete sequence	0.659	93.012	yes	1
313	N210_BC10	p_989	tig00000430	4861	0	NA	Bacillus cereus strain CC-1 plasmid p1, complete sequence	0.77	88.62	yes	37
314	N210_BC10	p_992	tig00000441	5075	0	NA	Bacillus mycoides strain 219298 plasmid, complete sequence	0.633	83.903	yes	37
315	N151_BC02	p_998	tig00000315	4185	0	NA	Bacillus thuringiensis plasmid pTX14-1, MOB, REP, and collagen-like protein genes, complete sequence	0.208	75.65	yes	63
316	N151_BC02	p_999	tig00000251	8098	0	NA	Bacillus toyonensis BCT-7112 plasmid pBCT8, complete sequence	0.164	82.508	yes	99
317	N126_BC06	p_1011	tig00000015	2998	0	NA	Bacillus mycoides strain 219298 plasmid, complete sequence	0.404	86.28	yes	3
318	N126_BC06	p_1012	tig00000004	8001	0	NA	Bacillus cereus ATCC 4342 plasmid pBGM, complete sequence	0.073	84.37	yes	4
319	N238_BC09	p_1019	tig00000111	8672	0	NA	Staphylococcus saprophyticus strain FDAARGOS 355 plasmid unnamed2, complete sequence	0.222	96.956	yes	5
320	N232_BC02	p_1023	tig00008510	6213	0	NA	Enterococcus faecium strain 2014-VREF-41 plasmid p41-2, complete sequence	0.985	97.318	yes	7
321	N232_BC02	p_1026	tig00000314	10130	0	NA	Bacillus cereus 03BB108 plasmid pBFI 6, complete sequence	0.915	92.15	yes	1
322	N232_BC02	p_1029	tig00000555	9090	0	NA	Bacillus thuringiensis serovar kurstaki str. YBT-1520 plasmid pBMB7921, complete sequence	0.714	90.986	yes	8
323	N232_BC02	p_1032	tig00000611	3457	0	NA	Staphylococcus aureus subsp. aureus strain 1971.C01 plasmid p1971.C01c, complete sequence	0.503	88.619	yes	10
324	N128_BC08	p_1039	tig00000164	7084	0	NA	Bacillus thuringiensis serovar chinensis CT-43 plasmid pCT8252, complete sequence	0.64	88.917	yes	11
325	N128_BC08	p_1040	tig00000474	56085	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p142098, complete sequence	0.537	88.213	yes	12
326	N128_BC08	p_1042	tig00000186	9403	0	NA	Staphylococcus epidermidis plasmid SAP024A, partial sequence	0.469	94.597	yes	13
327	N128_BC08	p_1043	tig00000173	11489	0	NA	Bacillus sp. plasmid pXH13 Bsp6I restriction endonuclease and methyltransferase genes	0.193	88.33	yes	14
328	N109_BC07	p_1044	tig00000028	24710	1	AacAad;	Pseudomonas aeruginosa plasmid pJB35, complete sequence	0.55	84.202	yes	15
329	N130_BC08	p_1054	tig00000006	10063	0	NA	Bacillus cereus 03BB108 plasmid pBFI 6, complete sequence	0.869	92.1	yes	1
330	N130_BC08	p_1055	tig00000010	9034	0	NA	Bacillus thuringiensis serovar kurstaki str. YBT-1520 plasmid pBMB7921, complete sequence	0.658	91.497	yes	8
331	N189_BC05	p_1062	tig00000170	4736	0	NA	Bacillus megaterium NBRC 15308 = ATCC 14581 plasmid pBMV 5, complete sequence	0.195	80.774	yes	16
332	N129_BC04	p_1064	tig00000008	8251	0	NA	Staphylococcus epidermidis strain ATCC 12228 plasmid pAMT3, complete sequence	0.446	84.813	yes	17
333	N129_BC04	p_1065	tig00000023	8398	0	NA	Staphylococcus epidermidis strain 1457 plasmid p1457, complete sequence	0.292	91.998	yes	18
334	N178_BC01	p_1068	tig00000056	1269	0	NA	Staphylococcus aureus plasmid SAP052A, complete sequence	0.965	80.689	yes	19
335	N123_BC10	p_1075	tig00000031	4457	0	NA	Bacillus thuringiensis serovar entomocidus plasmid pUIBI-1, complete sequence	0.541	89.798	yes	20
336	N123_BC10	p_1076	tig00000067	5347	0	NA	Bacillus cereus 03BB108 plasmid pBFI 7, complete sequence	0.387	86.661	yes	21
337	N123_BC10	p_1078	tig00000053	4115	0	NA	B.thuringiensis plasmid pTX14-3 DNA	0.311	76.888	yes	22
338	N123_BC10	p_1079	tig00000033	4284	0	NA	Bacillus cereus E33L plasmid pBCO 4, complete sequence	0.255	81.668	yes	23
