Species_name	Nanopore_ID	Genome_ID	Sequence_size	N50	AR_gene_list	Genome_quality	novel	clusters
219	Staphylococcus haemolyticus	N239_BC05	s_6624	2539141	256681	MECA;AadD;TetK;BlaZ;MphC;MsrA;	HIGH_QUAL	no	NA
220	Staphylococcus haemolyticus	N133_BC07	s_6130	2852302	2572190	Aac6-Aph2;MphC;BlaZ;Dfr;MsrA;MECA;Aac6-Aph2;BlaZ;BlaZ;Aac6-Aph2;TetK;	MEDIUM_QUAL	no	NA
221	Staphylococcus haemolyticus	N172_BC09	s_6322	2644201	2570765	MphC;BlaZ;Sat4A;Aph3-III;Dfr;MECA;Aac6-Aph2;MsrA;	HIGH_QUAL	no	NA
222	Staphylococcus haemolyticus	N146_BC01	s_6191	2550868	2525484	MECA;Aac6-Aph2;Dfr;BlaZ;MECA;	HIGH_QUAL	no	NA
223	Staphylococcus haemolyticus	N168_BC06	s_6297	2666287	2606808	MphC;Aph3-III;BlaZ;Aac6-Aph2;MECA;Aac6-Aph2;Sat4A;MsrA;	HIGH_QUAL	no	NA
224	Staphylococcus haemolyticus	N155_BC06	s_6236	2570969	2533166	MECA;MECA;CatA;TetK;BlaZ;	HIGH_QUAL	no	NA
225	Staphylococcus haemolyticus	N199_BC01	s_6474	1453188	40536	Aph3-III;Sat4A;MECA;Aac6-Aph2;	MEDIUM_QUAL	no	NA
226	Staphylococcus haemolyticus	N197_BC06	s_6468	2565911	146279	Far1;	HIGH_QUAL	no	NA
227	Staphylococcus haemolyticus	N203_BC02	s_6496	1595047	491276		MEDIUM_QUAL	no	NA
228	Staphylococcus haemolyticus	N144_BC06	s_6178	2614029	2551026	TetK;MphC;BlaZ;Dfr;Aph3-III;Aac6-Aph2;MECA;MsrA;Sat4A;	HIGH_QUAL	no	NA
229	Staphylococcus haemolyticus	N134_BC07	s_6137	2594943	2547559	TetK;BlaZ;BlaZ;MECA;TetK;	HIGH_QUAL	no	NA
230	Staphylococcus haemolyticus	N190_BC08	s_6435	2342117	139743	TetK;BlaZ;BlaZ;MECA;BlaZ;VgaA;Dfr;MsrA;MphC;Aac6-Aph2;	MEDIUM_QUAL	no	NA
231	Staphylococcus haemolyticus	N189_BC06	s_6424	2587001	2561261	MECA;	HIGH_QUAL	no	NA
232	Staphylococcus haemolyticus	N120_BC04	s_6039	2626800	2539977	BlaZ;MECA;TetK;	HIGH_QUAL	no	NA
233	Staphylococcus haemolyticus	N152_BC08	s_6218	2662398	2567662	Aac6-Aph2;MECA;BlaZ;Dfr;TetK;ErmC;	HIGH_QUAL	no	NA
234	Staphylococcus haemolyticus	N126_BC02	s_6085	2914712	2371461	Dfr;MECA;BlaZ;Aac6-Aph2;	MEDIUM_QUAL	no	NA
235	Staphylococcus haemolyticus	N130_BC06	s_6113	2738203	1703211	MECA;TetK;Aph3-III;BlaZ;Sat4A;	HIGH_QUAL	no	NA
236	Staphylococcus haemolyticus	N129_BC04	s_6105	2488818	2464050	BlaZ;	HIGH_QUAL	no	NA
237	Staphylococcus haemolyticus	N198_BC09	s_6472	2601504	1352246	Sat4A;Aph3-III;MECA;TetK;BlaZ;MphC;Aac6-Aph2;MsrA;	HIGH_QUAL	no	NA
238	Staphylococcus haemolyticus	N131_BC08	s_6118	2685398	720697	Sat4A;Aph3-III;BlaZ;	HIGH_QUAL	no	NA
239	Staphylococcus haemolyticus	N123_BC12	s_6069	2724131	1425043	MphC;AadD;MsrA;MsrA;TetK;AadD;Far1;Far1;MsrA;MsrA;Aac6-Aph2;MphC;MsrA;MECA;BlaZ;Dfr;	HIGH_QUAL	no	NA
240	Staphylococcus haemolyticus	N173_BC07	s_6329	2549708	1571785	Aph3-III;MECA;BlaZ;Sat4A;BlaZ;	HIGH_QUAL	no	NA
241	Staphylococcus haemolyticus	N212_BC02	s_6531	2056070	69317	Aac6-Aph2;MphC;MsrA;Dfr;MphC;MECA;MsrA;	MEDIUM_QUAL	no	NA
242	Staphylococcus haemolyticus	N203_BC08	s_6499	2648233	2519246	Dfr;	HIGH_QUAL	no	NA
243	Staphylococcus haemolyticus	N161_BC09	s_6270	2847789	1665471	MECA;AadD;BlaZ;Aac6-Aph2;DfrC;TetM;AadD;AadD;	MEDIUM_QUAL	no	NA
244	Staphylococcus haemolyticus	N125_BC10	s_6082	2673093	2607433	Aac6-Aph2;MECA;MphC;BlaZ;MsrA;Dfr;Aac6-Aph2;DfrC;	HIGH_QUAL	no	NA
245	Staphylococcus haemolyticus	N220_BC11	s_6557	2876774	1452069	BlaZ;MECA;Aph3-III;Sat4A;BlaZ;BlaZ;	MEDIUM_QUAL	no	NA
246	Staphylococcus haemolyticus	N134_BC01	s_6134	2727823	2351720	TetM;BlaZ;MECA;Aac6-Aph2;Aph3-III;TetK;AadD;	HIGH_QUAL	no	NA
247	Staphylococcus haemolyticus	N181_BC10	s_6385	2643529	2506988	Aac6-Aph2;	HIGH_QUAL	no	NA
248	Staphylococcus haemolyticus	N255_barcode11	s_6647	2749628	2722272	NONE	HIGH_QUAL	no	NA
249	Staphylococcus haemolyticus	N163_BC06	s_6278	2718228	2444033	Aac6-Aph2;MsrA;Aac6-Aph2;MsrA;TetK;BlaZ;MsrA;BlaZ;Aac6-Aph2;Aac6-Aph2;MphC;MsrA;BlaZ;MECA;Aac6-Aph2;Dfr;BlaZ;	HIGH_QUAL	no	NA
250	Staphylococcus haemolyticus	N253_barcode11	s_6632	2699425	2645436	NONE	HIGH_QUAL	no	NA
251	Staphylococcus haemolyticus	N140_BC10	s_6161	2605374	2579452	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL	no	NA
252	Staphylococcus haemolyticus	N178_BC02	s_6361	2634928	2608713	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL	no	NA
253	Staphylococcus haemolyticus	N103_BC10	s_5953	2773930	1771307	MphC;MsrA;MECA;Aac6-Aph2;Dfr;BlaZ;BlaZ;	HIGH_QUAL	no	NA
254	Staphylococcus haemolyticus	N223_BC08	s_6568	2433220	110426	BlaZ;	HIGH_QUAL	no	NA
255	Staphylococcus haemolyticus	N173_BC03	s_6327	2620736	2594664	Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	no	NA
256	Staphylococcus haemolyticus	N101_BC07	s_5946	2538353	2480720	MsrA;MsrA;	HIGH_QUAL	no	NA
257	Staphylococcus haemolyticus	N232_BC09	s_6592	2779639	680699	MECA;BlaZ;Aac6-Aph2;TetK;Dfr;	HIGH_QUAL	no	NA
258	Staphylococcus haemolyticus	N146_BC09	s_6192	2201389	97127	Aph3-III;BlaZ;Aac6-Aph2;TetK;	MEDIUM_QUAL	no	NA
259	Staphylococcus haemolyticus	N143_BC03	s_6171	2602443	2543107	BlaZ;MECA;TetK;	HIGH_QUAL	no	NA
260	Staphylococcus haemolyticus	N112_BC11	s_5991	2525860	2465870	Aac6-Aph2;MECA;BlaZ;Dfr;TetK;	HIGH_QUAL	no	NA
261	Staphylococcus haemolyticus	N235_BC02	s_6607	2586716	287351	TetK;	HIGH_QUAL	no	NA
262	Staphylococcus haemolyticus	N166_BC12	s_6292	2569948	2544377	Dfr;Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	no	NA
263	Staphylococcus haemolyticus	N220_BC05	s_6556	2660614	893416	MECA;Aac6-Aph2;BlaZ;MphC;Dfr;	HIGH_QUAL	no	NA
264	Staphylococcus haemolyticus	N213_BC04	s_6536	2544545	2519225	Aac6-Aph2;MECA;Dfr;BlaZ;	HIGH_QUAL	no	NA
265	Staphylococcus haemolyticus	N189_BC03	s_6422	2565096	2539574	MphC;Dfr;Aph3-III;MECA;BlaZ;Aac6-Aph2;Sat4A;MsrA;	HIGH_QUAL	no	NA
266	Staphylococcus haemolyticus	N113_BC07	s_5997	2578011	243337	Aac6-Aph2;BlaZ;Dfr;BlaZ;TetK;BlaZ;	HIGH_QUAL	no	NA
267	Staphylococcus haemolyticus	N131_BC11	s_6119	2772153	2591997	MphC;Aph3-III;BlaZ;Aac6-Aph2;Sat4A;MsrA;MECA;Far1;	HIGH_QUAL	no	NA
268	Staphylococcus haemolyticus	N209_BC01	s_6519	1637622	63255		MEDIUM_QUAL	no	NA
269	Staphylococcus haemolyticus	N208_BC02	s_6513	1911298	42206	MsrA;	MEDIUM_QUAL	no	NA
270	Staphylococcus haemolyticus	N119_BC01	s_6031	2646341	2564730	BlaZ;MECA;TetK;MECA;MphC;MphC;MsrA;MsrA;BlaZ;BlaZ;	HIGH_QUAL	no	NA
271	Staphylococcus haemolyticus	N230_BC07	s_6584	2660461	2546849	BlaZ;	HIGH_QUAL	no	NA
272	Staphylococcus haemolyticus	N205_BC01	s_6509	2681663	2620859	MphC;Aph3-III;BlaZ;MECA;Aac6-Aph2;Sat4A;Aac6-Aph2;MsrA;	HIGH_QUAL	no	NA
273	Staphylococcus haemolyticus	N139_BC05	s_6154	1372701	49992	BlaZ;MphC;MsrA;	MEDIUM_QUAL	no	NA
274	Staphylococcus haemolyticus	N109_BC05	s_5982	2658919	1477117	TetK;BlaZ;MECA;MECA;TetK;TetK;	HIGH_QUAL	no	NA
275	Staphylococcus haemolyticus	N210_BC07	s_6528	2589861	2564093	BlaZ;MECA;TetK;	HIGH_QUAL	no	NA
276	Staphylococcus haemolyticus	N160_BC10	s_6266	2626778	155029	MECA;Far1;	HIGH_QUAL	no	NA
277	Staphylococcus haemolyticus	N162_BC05	s_6274	2565882	144392	MphC;MsrA;Aac6-Aph2;BlaZ;Aph3-III;MECA;Sat4A;	HIGH_QUAL	no	NA
278	Staphylococcus haemolyticus	N170_BC02	s_6310	2664781	2573639	MsrA;BlaZ;	HIGH_QUAL	no	NA
279	Staphylococcus haemolyticus	N107_BC09	s_5969	2579802	2554132	MphC;BlaZ;MECA;Aph3-III;Aac6-Aph2;MsrA;Dfr;Sat4A;	HIGH_QUAL	no	NA
280	Staphylococcus haemolyticus	N187_BC08	s_6413	2556177	2501262	Far1;MsrA;	HIGH_QUAL	no	NA
281	Staphylococcus haemolyticus	N177_BC12	s_6359	2625597	2553945	Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	no	NA
282	Staphylococcus haemolyticus	N177_BC05	s_6354	2639605	2561115	Aac6-Aph2;Aac6-Aph2;MphC;Aph3-III;Aac6-Aph2;MECA;Sat4A;BlaZ;TetK;MsrA;	HIGH_QUAL	no	NA
283	Staphylococcus haemolyticus	N157_BC07	s_6248	2707138	2668833	Aph3-III;BlaZ;MECA;TetK;Aac6-Aph2;TetM;	HIGH_QUAL	no	NA
284	Staphylococcus haemolyticus	N136_BC05	s_6146	2317650	393429	Dfr;MECA;	MEDIUM_QUAL	no	NA
285	Staphylococcus haemolyticus	N207_BC09	s_6510	2632440	176576	TetL;MphC;Aac6-Aph2;MsrA;MECA;Aph3-III;BlaZ;Sat4A;Aac6-Aph2;	HIGH_QUAL	no	NA
286	Staphylococcus haemolyticus	N167_BC05	s_6293	2379351	133302	Far1;BlaZ;	MEDIUM_QUAL	no	NA
287	Staphylococcus haemolyticus	N162_BC03	s_6272	2583866	2558157	Aac6-Aph2;Dfr;MECA;Aac6-Aph2;BlaZ;BlaZ;	HIGH_QUAL	no	NA
288	Staphylococcus haemolyticus	N183_BC12	s_6392	2332953	81986		MEDIUM_QUAL	no	NA
289	Staphylococcus haemolyticus	N155_BC08	s_6238	2711056	2630417	MphC;Aph3-III;BlaZ;MECA;Sat4A;Aac6-Aph2;Aac6-Aph2;MsrA;	HIGH_QUAL	no	NA
290	Staphylococcus haemolyticus	N127_BC02	s_6091	2581953	2556262	BlaZ;MECA;TetK;	HIGH_QUAL	no	NA
291	Staphylococcus haemolyticus	N204_BC01	s_6502	2667339	2620166	Aac6-Aph2;Dfr;MECA;BlaZ;MphC;MsrA;	HIGH_QUAL	no	NA
292	Staphylococcus haemolyticus	N145_BC01	s_6183	2298620	55030	BlaZ;Aph3-III;MECA;	MEDIUM_QUAL	no	NA
293	Staphylococcus haemolyticus	N189_BC08	s_6426	2591298	2535235	MECA;TetK;TetK;BlaZ;BlaZ;	HIGH_QUAL	no	NA
294	Staphylococcus haemolyticus	N176_BC06	s_6347	2943573	2629966	MphC;Aph3-III;Aac6-Aph2;Aac6-Aph2;MECA;BlaZ;Sat4A;MsrA;	MEDIUM_QUAL	no	NA
295	Staphylococcus haemolyticus	N168_BC11	s_6302	2557083	1129425	MECA;Aph3-III;Sat4A;Far1;BlaZ;Aac6-Aph2;TetK;	HIGH_QUAL	no	NA
296	Staphylococcus haemolyticus	N103_BC08	s_5952	2551962	353981	Aac6-Aph2;TetK;Sat4A;	HIGH_QUAL	no	NA
297	Staphylococcus haemolyticus	N253_barcode13	s_6634	2654869	2628452	NONE	HIGH_QUAL	no	NA
298	Staphylococcus haemolyticus	N104_BC12	s_5958	2524561	120336	Dfr;MECA;Aac6-Aph2;MphC;MsrA;	HIGH_QUAL	no	NA
299	Staphylococcus haemolyticus	N162_BC06	s_6275	2500930	2476042		HIGH_QUAL	no	NA
300	Staphylococcus haemolyticus	N120_BC11	s_6045	2529033	2503866		HIGH_QUAL	no	NA
301	Staphylococcus haemolyticus	N176_BC03	s_6344	2639347	2580240	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL	no	NA
302	Staphylococcus haemolyticus	N127_BC07	s_6095	2625128	2599009	Aac6-Aph2;MECA;Dfr;BlaZ;MphC;MsrA;	HIGH_QUAL	no	NA
303	Staphylococcus haemolyticus	N124_BC01	s_6070	2573243	2547639	BlaZ;MECA;TetK;	HIGH_QUAL	no	NA
304	Staphylococcus haemolyticus	N224_BC08	s_6575	2462674	427031	MECA;TetK;BlaZ;	HIGH_QUAL	no	NA
305	Staphylococcus haemolyticus	N168_BC09	s_6300	2597917	2572068		HIGH_QUAL	no	NA
306	Staphylococcus haemolyticus	N227_BC01	s_6579	1801369	25814		MEDIUM_QUAL	no	NA
307	Staphylococcus haemolyticus	N188_BC05	s_6415	2696478	1864336	Dfr;Far1;MphC;Aac6-Aph2;BlaZ;Aph3-III;Sat4A;MsrA;TetK;BlaZ;Far1;	HIGH_QUAL	no	NA
308	Staphylococcus haemolyticus	N189_BC12	s_6430	2693358	2107043	Dfr;Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	no	NA
309	Staphylococcus haemolyticus	N107_BC10	s_5970	2653089	2606542	Aac6-Aph2;MECA;Dfr;MphC;MsrA;BlaZ;	HIGH_QUAL	no	NA
310	Staphylococcus haemolyticus	N203_BC03	s_6497	2690767	2663999	MECA;Aac6-Aph2;Aph3-III;BlaZ;TetK;TetM;	HIGH_QUAL	no	NA
311	Staphylococcus haemolyticus	N140_BC11	s_6162	2655632	2583247	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL	no	NA
312	Staphylococcus haemolyticus	N225_BC02	s_6576	2569727	964386	BlaZ;Sat4A;Aph3-III;TetK;BlaZ;	HIGH_QUAL	no	NA
313	Staphylococcus haemolyticus	N193_BC04	s_6454	2594909	2569090	BlaZ;MECA;Far1;	HIGH_QUAL	no	NA
314	Staphylococcus haemolyticus	N253_barcode14	s_6635	2551700	2526304	NONE	HIGH_QUAL	no	NA
315	Staphylococcus haemolyticus	N149_BC08	s_6208	2685253	2631574	MphC;BlaZ;Aph3-III;MECA;Aac6-Aph2;Aac6-Aph2;Sat4A;MsrA;	HIGH_QUAL	no	NA
316	Staphylococcus haemolyticus	N144_BC08	s_6179	2814862	1490883	Aac6-Aph2;MsrA;MphC;MECA;Dfr;Aac6-Aph2;Dfr;TetK;MECA;BlaZ;MECA;	HIGH_QUAL	no	NA
317	Staphylococcus haemolyticus	N231_BC10	s_6588	2044996	53503	TetK;	MEDIUM_QUAL	no	NA
318	Staphylococcus haemolyticus	N221_BC07	s_6558	2727474	184536	Aph3-III;Sat4A;MECA;Aac6-Aph2;MphC;Aac6-Aph2;MsrA;BlaZ;ErmC;	HIGH_QUAL	no	NA
319	Staphylococcus haemolyticus	N169_BC11	s_6309	2588951	2563191	MECA;Far1;	HIGH_QUAL	no	NA
320	Staphylococcus haemolyticus	N208_BC08	s_6517	2438225	67858	MECA;TetK;BlaZ;VgaA;	HIGH_QUAL	no	NA
321	Staphylococcus haemolyticus	N223_BC04	s_6567	2559610	2534141	Far1;	HIGH_QUAL	no	NA
322	Staphylococcus haemolyticus	N201_BC04	s_6487	2646298	1002101	MECA;TetK;	HIGH_QUAL	no	NA
323	Staphylococcus haemolyticus	N177_BC11	s_6358	2688062	2661321	MphC;Aph3-III;Aac6-Aph2;Sat4A;Aac6-Aph2;MECA;BlaZ;MsrA;	HIGH_QUAL	no	NA
324	Staphylococcus haemolyticus	N190_BC09	s_6436	2420424	174727	TetK;BlaZ;BlaZ;MphC;MsrA;Aac6-Aph2;Dfr;MECA;BlaZ;	HIGH_QUAL	no	NA
325	Staphylococcus haemolyticus	N131_BC07	s_6117	2679057	516939	Aac6-Aph2;BlaZ;Dfr;	HIGH_QUAL	no	NA
326	Staphylococcus haemolyticus	N200_BC06	s_6484	2572789	638716	Aac6-Aph2;BlaZ;MECA;	HIGH_QUAL	no	NA
327	Staphylococcus haemolyticus	N179_BC06	s_6370	2654381	2627974	Aac6-Aph2;MECA;BlaZ;Dfr;MphC;MsrA;	HIGH_QUAL	no	NA
328	Staphylococcus haemolyticus	N144_BC04	s_6176	2915905	2617578	Aph3-III;AadD;BlaZ;Aac6-Aph2;MECA;Aac6-Aph2;TetK;TetM;BlaZ;BlaZ;	MEDIUM_QUAL	no	NA
329	Staphylococcus haemolyticus	N118_BC08	s_6026	2599710	2573843	MphC;Aph3-III;MECA;Aac6-Aph2;BlaZ;Far1;Sat4A;MsrA;	HIGH_QUAL	no	NA
330	Staphylococcus haemolyticus	N122_BC03	s_6059	2611240	2570601	MECA;Aac6-Aph2;Dfr;BlaZ;	HIGH_QUAL	no	NA
331	Staphylococcus haemolyticus	N121_BC03	s_6049	2525505	716383	Dfr;MECA;Aac6-Aph2;BlaZ;MphC;MsrA;	HIGH_QUAL	no	NA
332	Staphylococcus haemolyticus	N116_BC05	s_6012	2327347	269397	MECA;Aac6-Aph2;BlaZ;Dfr;	MEDIUM_QUAL	no	NA
333	Staphylococcus haemolyticus	N200_BC10	s_6486	2553968	1498887	MECA;BlaZ;TetK;	HIGH_QUAL	no	NA
334	Staphylococcus haemolyticus	N130_BC07	s_6114	2734270	694600	MECA;BlaZ;Dfr;Aac6-Aph2;Aac6-Aph2;Aac6-Aph2;MphC;MsrA;	HIGH_QUAL	no	NA
335	Staphylococcus haemolyticus	N210_BC01	s_6524	2697152	835357	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL	no	NA
336	Staphylococcus haemolyticus	N104_BC09	s_5957	1417268	20936		MEDIUM_QUAL	no	NA
337	Staphylococcus haemolyticus	N253_barcode12	s_6633	2672592	2624570	NONE	HIGH_QUAL	no	NA
338	Staphylococcus haemolyticus	N147_BC02	s_6193	2630358	2568115	Sat4A;Aph3-III;MECA;TetK;Far1;BlaZ;Aac6-Aph2;	HIGH_QUAL	no	NA
339	Staphylococcus haemolyticus	N141_BC05	s_6165	2608663	2559996	MphC;BlaZ;Dfr;MECA;Aph3-III;Aac6-Aph2;Sat4A;MsrA;	HIGH_QUAL	no	NA
340	Staphylococcus haemolyticus	N133_BC08	s_6131	2938122	2687888	Aph3-III;BlaZ;Aac6-Aph2;TetK;MECA;TetM;Aac6-Aph2;Aac6-Aph2;BlaZ;BlaZ;	MEDIUM_QUAL	no	NA
341	Staphylococcus haemolyticus	N118_BC12	s_6030	2858037	1877020	Far1;MphC;BlaZ;MECA;Dfr;Aac6-Aph2;Aac6-Aph2;MsrA;	MEDIUM_QUAL	no	NA
342	Staphylococcus haemolyticus	N233_BC05	s_6597	2818454	82593	Aac6-Aph2;Aac6-Aph2;TetK;	HIGH_QUAL	no	NA
343	Staphylococcus haemolyticus	N111_BC01	s_5988	2761066	513864	BlaZ;TetK;TetK;MECA;BlaZ;	HIGH_QUAL	no	NA
344	Staphylococcus haemolyticus	N127_BC06	s_6094	2668602	2619406	Aac6-Aph2;Dfr;MECA;BlaZ;MphC;MsrA;	HIGH_QUAL	no	NA
345	Staphylococcus haemolyticus	N173_BC12	s_6332	2670136	461579	Aac6-Aph2;Dfr;Far1;MECA;BlaZ;MphC;Aac6-Aph2;MsrA;	HIGH_QUAL	no	NA
346	Staphylococcus haemolyticus	N190_BC04	s_6432	2625600	1565795	MphC;MECA;Aph3-III;Aac6-Aph2;Sat4A;BlaZ;TetK;MsrA;	HIGH_QUAL	no	NA
347	Staphylococcus haemolyticus	N119_BC06	s_6036	2669254	1331175	Aac6-Aph2;MphC;MsrA;Dfr;MECA;BlaZ;BlaZ;Aac6-Aph2;	HIGH_QUAL	no	NA
348	Staphylococcus haemolyticus	N188_BC08	s_6417	2570386	2496151	MphC;MsrA;	HIGH_QUAL	no	NA
349	Staphylococcus haemolyticus	N174_BC08	s_6335	2835992	2662241	Aac6-Aph2;MECA;Dfr;BlaZ;TetK;TetK;TetK;TetK;	MEDIUM_QUAL	no	NA
350	Staphylococcus haemolyticus	N161_BC08	s_6269	2141023	59268	Aac6-Aph2;MphC;Aac6-Aph2;MsrA;	MEDIUM_QUAL	no	NA
351	Staphylococcus haemolyticus	N124_BC04	s_6072	2691520	2664744	BlaZ;Aph3-III;Aac6-Aph2;MECA;TetK;TetM;	HIGH_QUAL	no	NA
352	Staphylococcus haemolyticus	N159_BC11	s_6261	2680582	2622033	MphC;Sat4A;BlaZ;Aac6-Aph2;MECA;Aac6-Aph2;Aph3-III;MsrA;	HIGH_QUAL	no	NA
353	Staphylococcus haemolyticus	N144_BC11	s_6182	2576129	530668		HIGH_QUAL	no	NA
354	Staphylococcus haemolyticus	N168_BC10	s_6301	2718920	326454	MECA;CatA;TetK;BlaZ;Dfr;	HIGH_QUAL	no	NA
355	Staphylococcus haemolyticus	N105_BC05	s_5961	2200543	44293	Aac6-Aph2;MphC;MsrA;MECA;BlaZ;	MEDIUM_QUAL	no	NA
356	Staphylococcus haemolyticus	N141_BC06	s_6166	2587303	2561558	MphC;BlaZ;MECA;Aph3-III;Aac6-Aph2;MsrA;Sat4A;Dfr;	HIGH_QUAL	no	NA
357	Staphylococcus haemolyticus	N169_BC03	s_6306	2698924	2672078	MphC;Aph3-III;Sat4A;Aac6-Aph2;MECA;Aac6-Aph2;BlaZ;MsrA;	HIGH_QUAL	no	NA
358	Staphylococcus haemolyticus	N187_BC03	s_6410	1554815	31004	MphC;MphC;MsrA;MsrA;	MEDIUM_QUAL	no	NA
359	Staphylococcus haemolyticus	N140_BC07	s_6158	2600454	836334	Aac6-Aph2;MECA;Dfr;BlaZ;	HIGH_QUAL	no	NA
360	Staphylococcus haemolyticus	N234_BC06	s_6603	2706131	2623622	Aph3-III;Sat4A;MECA;BlaZ;TetK;Far1;Dfr;BlaZ;Aac6-Aph2;Aac6-Aph2;BlaZ;	HIGH_QUAL	no	NA
361	Staphylococcus haemolyticus	N151_BC02	s_6213	2578228	344238	Aac6-Aph2;BlaZ;MECA;	HIGH_QUAL	no	NA
362	Staphylococcus haemolyticus	N174_BC01	s_6333	2678726	2652079	MphC;Aac6-Aph2;MECA;Aac6-Aph2;Dfr;BlaZ;Far1;MsrA;	HIGH_QUAL	no	NA
363	Staphylococcus haemolyticus	N141_BC03	s_6164	2738929	797538	AadD;BlaZ;Sat4A;MECA;Aph3-III;MphC;Aac6-Aph2;MsrA;Dfr;	HIGH_QUAL	no	NA
364	Staphylococcus haemolyticus	N117_BC09	s_6022	2678777	1633148	TetK;Aph3-III;BlaZ;Sat4A;MECA;MphC;MsrA;	HIGH_QUAL	no	NA
365	Staphylococcus haemolyticus	N253_barcode05	s_6629	2687353	1502362	NONE	HIGH_QUAL	no	NA
366	Staphylococcus haemolyticus	N143_BC10	s_6173	2704371	2593668	Aph3-III;Sat4A;MECA;BlaZ;BlaZ;	HIGH_QUAL	no	NA
367	Staphylococcus haemolyticus	N153_BC07	s_6223	2423786	89058	BlaZ;Aac6-Aph2;TetK;	HIGH_QUAL	no	NA
368	Staphylococcus haemolyticus	N125_BC01	s_6076	2346555	202916	Sat4A;Aph3-III;BlaZ;AadD;AadD;MsrA;Aac6-Aph2;Aac6-Aph2;BlaZ;	MEDIUM_QUAL	no	NA
369	Staphylococcus haemolyticus	N208_BC05	s_6515	2605456	2536684	MECA;BlaZ;TetK;AadD;	HIGH_QUAL	no	NA
370	Staphylococcus haemolyticus	N115_BC11	s_6009	2722632	2661164	Aph3-III;MECA;BlaZ;Aac6-Aph2;TetK;TetM;BlaZ;	HIGH_QUAL	no	NA
371	Staphylococcus haemolyticus	N202_BC08	s_6495	2837233	523246	BlaZ;MECA;Dfr;MphC;Aac6-Aph2;MsrA;	MEDIUM_QUAL	no	NA
372	Staphylococcus haemolyticus	N189_BC07	s_6425	2624080	2597973	Aph3-III;MECA;Sat4A;Far1;BlaZ;BlaZ;	HIGH_QUAL	no	NA
373	Staphylococcus haemolyticus	N105_BC11	s_5964	2689167	1343596	BlaZ;Aac6-Aph2;MECA;Dfr;	HIGH_QUAL	no	NA
374	Staphylococcus haemolyticus	N157_BC03	s_6245	2682088	2602249	Aph3-III;BlaZ;Sat4A;MECA;TetK;MphC;Aac6-Aph2;MsrA;	HIGH_QUAL	no	NA
375	Staphylococcus haemolyticus	N148_BC03	s_6201	2639133	713860	TetM;ErmC;ErmC;ErmC;BlaZ;Aac6-Aph2;BlaZ;Aac6-Aph2;Aac6-Aph2;	HIGH_QUAL	no	NA
376	Staphylococcus haemolyticus	N178_BC01	s_6360	2611930	2585943	Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	no	NA
377	Staphylococcus haemolyticus	N219_BC11	s_6553	2849012	2008269	TetK;TetK;BlaZ;BlaZ;Aph3-III;BlaZ;Sat4A;	MEDIUM_QUAL	no	NA
378	Staphylococcus haemolyticus	N103_BC11	s_5954	2694455	1982468	MphC;Aac6-Aph2;MsrA;Aph3-III;BlaZ;MECA;Sat4A;Aac6-Aph2;	HIGH_QUAL	no	NA
379	Staphylococcus haemolyticus	N121_BC11	s_6055	2735579	778158	Aac6-Aph2;MECA;Aac6-Aph2;TetK;MphC;Aac6-Aph2;Aac6-Aph2;MsrA;Aph3-III;Sat4A;Aph3-III;Sat4A;Sat4A;BlaZ;Aph3-III;	HIGH_QUAL	no	NA
380	Staphylococcus haemolyticus	N176_BC02	s_6343	2661578	2602590	Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	no	NA
381	Staphylococcus haemolyticus	N171_BC10	s_6315	2661447	2488356	MECA;AadD;TetK;BlaZ;Aac6-Aph2;	HIGH_QUAL	no	NA
382	Staphylococcus haemolyticus	N181_BC04	s_6382	1771249	34631	Far1;AadD;Aac6-Aph2;BlaZ;	MEDIUM_QUAL	no	NA
383	Staphylococcus haemolyticus	N156_BC05	s_6240	2686019	2631543	MphC;BlaZ;Aph3-III;MECA;Aac6-Aph2;Sat4A;Aac6-Aph2;MsrA;	HIGH_QUAL	no	NA
384	Staphylococcus haemolyticus	N131_BC12	s_6120	2498924	1317382		HIGH_QUAL	no	NA
385	Staphylococcus haemolyticus	N185_BC11	s_6401	2555820	845534	MphC;BlaZ;MECA;Sat4A;Aac6-Aph2;TetK;Aph3-III;MsrA;	HIGH_QUAL	no	NA
386	Staphylococcus haemolyticus	N113_BC05	s_5995	2753011	798890	Dfr;MphC;Aac6-Aph2;MECA;MsrA;BlaZ;	HIGH_QUAL	no	NA
387	Staphylococcus haemolyticus	N108_BC09	s_5979	2594048	2488814	MECA;Aac6-Aph2;Aac6-Aph2;MsrA;Aac6-Aph2;Aac6-Aph2;MsrA;BlaZ;BlaZ;	HIGH_QUAL	no	NA
